Title,Source,Date,URL
Super Micro Stock Just Joined an Exclusive Club. These Are 6 Other Members. - Barron's,Barron's,"Thu, 28 Nov 2024 15:42:00 GMT",https://news.google.com/rss/articles/CBMigwFBVV95cUxNY2hYRWFZTHNnejJ1Uk1Rc01yZXV2Z0ZwVkVSZGxHZHBmcXNMQ1cwMElOTjdORER6WjA5T2JLeVpQMkFnUk9URGREYWhRaTBqRVhLUkVVV0R0c3R3SGNZXzhnTW9UdzZmR1VaamdYeHJkV3B3MGdZRlFzWm92anBCdXFUNNIBiAFBVV95cUxOZUhuZkFoY0ZMTWJud3VkcGJnQjBuUmFub1pQaFlNSTRkZVBEQ0s3VGpiLUVWVm5Qb3FMdXpRdk5ubmYzaEVnaFl3cXVkaW5nNjgxR3FMYndFYl9Lb0hGXzBlcVNnTVR3MXEyclVpYUpoaVN6akE0V3FMcjBaVE16WEN3UTJmdmdy?oc=5
China warns of 'necessary actions' if US escalates chip curbs - Reuters,Reuters,"Thu, 28 Nov 2024 10:15:57 GMT",https://news.google.com/rss/articles/CBMiogFBVV95cUxPVDQ3TmVmcjNyUE43T1ZsdG5wcEo3U2VPMVpKN2tBdEtWTC1ZM19NVDhDNnhzN2hzSmVNcDJTLWR6V2E5Mk5MRkhBdXFMTmlJVlVvb3lDRm1nLVpEeENxTGtVNDFObFRfNUpiaC1mOUwyajA3Slp2RWNONF9jcXZ2bjF2LURLNmNzbDk2ZVVEc2tVbnB5aDgxYTF5UU9Bakd5anc?oc=5
"FTC Chair Lina Khan fires a parting shot at Microsoft: The United States Federal Trade Commission has opened ""broad"" antitrust investigation into Microsoft's entire business - Windows Central",Windows Central,"Thu, 28 Nov 2024 15:17:33 GMT",https://news.google.com/rss/articles/CBMitAJBVV95cUxNVXpha2FvSWhSRVhZVFhTay14SDJIWGFhcUM3Tk9sY0tsWGctMW5ya09EcHZ0SmR0ZllydE9meHg4Y3NpZWN3WFk0a3FVd1F0VXRTSUFqYTB0SmVudjlFeHBTV2RkYjYtMjdGeEZNUWJkN2JpODdGRUt2WTlPdk9Va2lqbzAwRnZuWlFjUTY4WkhDb2RiNV9Ea1VDQTNtWVhLSWtXdVItNWZXNHIzM0txR0ZwUjFLbTRzWVpHbHQxU0pSRDctVUZOU0ExWWdBQWh0Yi1BXy01QVJ4SzBzVjQ0WHNFSWNwNDNYYkZWV0ZLMmhYalZtT2RaaVVWYktzc24yVFBGekJBOGU5aVNLelpoSmdFQlpiMkdDX1BQeHNCeDlldDJiWlVXRmF4MUlfMjlrS1lXeA?oc=5
Energy Billionaire’s U.S. Bribery Scandal Shows Risks of India’s Bet on Giant Firms - The Wall Street Journal,The Wall Street Journal,"Wed, 27 Nov 2024 15:50:00 GMT",https://news.google.com/rss/articles/CBMijAFBVV95cUxOLVBYVHdTVFNsaFJyWGRoT0htUkZBTjctSmZPUGltbjlzZk1nMG4xdU9OeVRFbDdtMEJ4b21rMEFmY2JnTnVLckxKSmxYd09OVi1mbGFwcTFIMU9KYXdaTTdFTnNzVGxfVGRJaDE0SDFnQVlrREY4a2NteTRYX3ZaMU5ZSnFxZTVpU2ZjZA?oc=5
Elon Musk calls to ‘delete’ US finance consumer watchdog agency - The Guardian,The Guardian,"Thu, 28 Nov 2024 16:40:00 GMT",https://news.google.com/rss/articles/CBMie0FVX3lxTE9QbkNPeXdhb0FabXFiYUNWNlZibE9rMEFKdGVxVXMwNEYxZVFxOVgxTHFoanJ5c29XZjA5UlBaMnZxOFJuVVQ4aFM5NFFJdHN5NVdGZW8xVkd1bk8wMlNTTUE1OXJLOHM1Z1VnTU9YbTM5V0ROWlBZOTVhWdIBe0FVX3lxTE5JNUlBQ1FjSVJfOEN4eEF0MEJ2YnVTZVBJbXByODRxZGQ4cEVaLVR0UGd4Ylp4YUozY010LTdtVEwwb0dRR0R4bVNFb2Z2d0FpWlY5emZzbjFFdTU0TXNRcGFrTElXSkZUNEpNcHQzOUd4NzF0T3ItZFA2QQ?oc=5
"Listen to Warren Buffett’s advice on wills, most estate planners say - The Washington Post",The Washington Post,"Thu, 28 Nov 2024 21:10:00 GMT",https://news.google.com/rss/articles/CBMiiAFBVV95cUxNODZ6SHYtVFhKV1VTLVpCOGVtcFo4OGVRcGtuZ0RNR3hMZ1R3TUx2MDRYdFhNa2swd04xQ3VBTWczc2R6OW00bUxMbzFDOUdpTDF1TUg2bWVhOEZLdlgwajdxaEtXLWF1YmtMcFloNXV3alNlaTZrSmozbXppWXRLRkE5dGI3STlL?oc=5
"11 states sue biggest money managers, a frequent target of conservatives over ESG investing, for alleged coal collusion - Axios",Axios,"Thu, 28 Nov 2024 17:49:55 GMT",https://news.google.com/rss/articles/CBMif0FVX3lxTE1IX0ozV21wYXlyamw3RWFBMEt5bkRMdFpiT3BlZEphUE5PTWdicUtlZE50UkpxX0tnN1E4ZFZkbXJYc2FLNUF2Tmw3TkRHOEZRbnQ4cnQyazU5Vk92aENCeGRWb0Y4M3pYOGJudXc2R2ZBei1zRk1mRWs3Z2lXWTQ?oc=5
"New Chrome, Safari, Edge, Firefox Warning—These Websites Are Not Safe - Forbes",Forbes,"Wed, 27 Nov 2024 09:06:00 GMT",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPcmhrX2N1bG1JcnYybXZFUHZOZ0hHWThBTUlBUWtrd0RFY3BHRXQ2WjJvVC0wY3lxdnU2T2NqazVwOU1pV1hWQVViMnVJMWJwb1NHX2hYS2hZQ3NYRFBtcU1jZi1icEJkeGU0dUlRSU9GZmhDcEx6dy01a0FVV05GLVFfYlI1RjNoamxZVTJLeUtMYUdOUkh0ODViSmdHelYzbmdzWXJOd0ctLXdPLWZrdk9UdWFpM2Fj?oc=5
"Wall Street’s Response to More Tariffs: Been There, Done That - The Wall Street Journal",The Wall Street Journal,"Thu, 28 Nov 2024 10:30:00 GMT",https://news.google.com/rss/articles/CBMiekFVX3lxTE1kbkNfNHJIUUFlQ2g1RFRhYl9NR3ZpZmZXNnp4ckNIOTBlTnIwVjdtU3U2ZDE3VkE5c1cybUJUYk1ZUlVncFN3eXltU2pQRWRPNkNiWllTc2VFWEFqenFpNXJ5RDYyTVZXVHVzVU52U2l1RFJwR3F0LUl3?oc=5
"Price analysis 11/27: BTC, ETH, SOL, BNB, XRP, DOGE, ADA, AVAX, TON, SHIB - Cointelegraph",Cointelegraph,"Wed, 27 Nov 2024 19:31:30 GMT",https://news.google.com/rss/articles/CBMimgFBVV95cUxQc3NFb3ZPMXk5czBpVVRDdHRrcW9BOENmQ1RCaFVjUk1OUTYzNkFBa0dwU3pTMXg1cDR4Y2hvdDVybEFKOUJ6UHY2TmVVdDRQUGp4QlpMeV90cTJUYWtsdVphTXhVMUxtTTVMNFIyRUNiTFQ0SUIyR1k1NHhPcERyLWhjYnh6cF9fZThibktLcTFxMFBmNWNOZHpn?oc=5
Walmart won't be last company to pull back on DEI - Axios,Axios,"Thu, 28 Nov 2024 09:37:38 GMT",https://news.google.com/rss/articles/CBMiigFBVV95cUxNN2FpOVR0S0Z5dHJ2c0traDFnVFg2WGVGdTZ3VUt4eW8tV0NtaFdUN2FMb3NIX1ltWGw1S05zdkZwTWpOZWx6MEZUeWFrMFJKQkdQMlRldEpDU1A3THhCRW5CSW16NUMyUWFnT2xJRW1yeGFncnhVMERyUHlkUFJ3cnhBdTVQVkE2RWc?oc=5
"European Stocks Close Higher, Dollar Gains, Bitcoin Eases To $95,000: What's Driving Markets Thursday? - Benzinga",Benzinga,"Thu, 28 Nov 2024 17:15:18 GMT",https://news.google.com/rss/articles/CBMi4AFBVV95cUxONW5tYjh3NnB4TnVqbkpuZXl6X2s3Y1lEbXUwTkNBNGl1ZzNoVzlLd0t5VkVSUkFWbksxdXZSUEJxNURJYnBkcV9uZkpPU1RqdzdfUkdycVVuS2ZrdHJTM3Y4LVJQRng0VExYNnIweWZSWVptLTE4M1hfMlJNOGxlLU5mVGlFa2RER0xxYVc2b3J3a05YWURoZlJ1RVpJVlFySEZSX3R3UTRoQllvQUtkdG9wenlPMHV6Ni1WZjdDblJ1UHdaTkZlLUhfZjBBWUFQVVcwTVp2TUZyMUU4YlBVUg?oc=5
"Costco issues warning as 10,000 products are recalled over salmonella fears - Daily Mail",Daily Mail,"Thu, 28 Nov 2024 19:12:32 GMT",https://news.google.com/rss/articles/CBMiqwFBVV95cUxOY0h0VVJkdUk2dFFNRkFUOUZPNEsxcndSUGUxRkpRQkRqd2VQMnZDWFNkbFBLbFV6VnFDcTAtZFFqY0pxWmw4aTdSNnVseEpOalR1ZU1ZVk1waWdFQ0kyMmJoZFRXOWVtVzhPZnRHUHNCdWV5LVloOHlPeWs1QnhpdUpoUGEyVkZLTTZ4N1h6N0gtV1JmUHdzUTFRMThLOVktRmxHbjRUSVpMYWPSAbABQVVfeXFMT0tDb2xUdWpZNENGNWlGdVFPbnZzVXRIX2VWTU01RkRCS1F2R05Qcl8weTVGQXQwWkcwdnpFcUdBOXJoQWNtOThlM0RDY25UYjQ2RnJGX0swMWJuanFZcVc4OThMWjNTdlN2d1ZvaUgzVHR4blZWbGpjSXZwSkNfVHJFajd4al80ZGY0VGNJb0JySkdTalg1dHJmOWliSWE2ZER2T2htak1BTXVGTzBqcWo?oc=5
"Bitcoin Rises. Why MicroStrategy Could Help the Crypto Hit $100,000. - Barron's",Barron's,"Wed, 27 Nov 2024 15:00:00 GMT",https://news.google.com/rss/articles/CBMiggFBVV95cUxQSnZRYjhGcWVNN3pwWTNYR2k2Q2l6Q1dqS2tFYUxKdUVEYTBObGtFWTRMc1B6bTVSNUxNdWhGNmM2TXdQajJ6bkNSYW4wdGk3eWxSSS16Nk9NTE01ZjdjUlJ5ZDc5ZmkzNmNMMkltZGRKaktnRGg2U2gzOV9RT0p4M1hR?oc=5
CEO Jensen Huang Just Delivered Fantastic News for Nvidia Investors - The Motley Fool,The Motley Fool,"Wed, 27 Nov 2024 23:03:00 GMT",https://news.google.com/rss/articles/CBMilgFBVV95cUxNNHU2VDYxYlBYNVhrR1lHQ19OSU5wU3dOei1JNDIxWUpQTkRCRG1RbjBNTm9JTmRBY1kzS3RtUXowQ0VUYmk1MV9TNmlqNXkxaHdhWFJxQlByTUh3eFZQUVdLajZEU2xyUnFvUjhMSjNrbF9kZ1NDd1BOcUJYamZFSDlsdVBUeTNlVTFGdTFlaHFha2JzekE?oc=5
Dow Jones Futures Rise With U.S. Stock Market Shut For Thanksgiving Holiday - Investor's Business Daily,Investor's Business Daily,"Thu, 28 Nov 2024 21:32:00 GMT",https://news.google.com/rss/articles/CBMinAFBVV95cUxOb1B4SWdPUlh0LU4xSGNVZ2o5dXJhc0diVXgzdTFSOExtZzhtbnRYaXpIRmp3VFNfUzNRSGgwR1RwdS02MlY4NXI4RHVIczAxNGVoYklhRThpRUFUb3NTblhwWWtDejhvTDR2R3BFak5uV1JuVGlTZ2FQYWJUckNpRFNRbTVmRWJFTll0YlNrQjJlNnlqYl9ubVJzZE4?oc=5
Bidenflation Brings Price Hikes To Thanksgiving Feasts For Fourth Year In A Row - The Federalist,The Federalist,"Wed, 27 Nov 2024 12:16:59 GMT",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPcGJJWVpzRXE3Umlrcnc1VUUtY0N2QWVsMEg0QVpRTHJIN2ZnU1NyMDRkSVNVLXJQbXdlR0pINFNNbmc0a0Jjb1BVWEdfMUdxTksxSjJiMnNKN0RrMzhRTldJV3lPV01jRV90dFBzTHh1Z2E2MG5ZVmotZnJwNVc2Y2pnTzZ3dGhOZ2VNVGE2TDFLcklFNEFoekFoTmpoRnJxSVMwNFlrU00welRwSzUwU3dobTBkYThQ?oc=5
Pony AI’s valuation hits $5.25B after Nasdaq debut - TechCrunch,TechCrunch,"Wed, 27 Nov 2024 21:42:00 GMT",https://news.google.com/rss/articles/CBMiigFBVV95cUxPZDdrdXpsVE1KZkxaSkV3YnBSZVBXOEM0YmFrdG1QRGFoRi10MTNjQWpJdmF0TmFYZng0TDNKaGs3aVhUcHV5WUoybk5Lc1JQaXBPN0x6Y0gwVkFvMFB1Y28yaUJvcGE2ODJsTUFsY2tpWlNhcUNhcHNMb2tBUExCLWRPaWxIU05xWXc?oc=5
Change to Twitter Suggests Elon Musk Is Panicking Over Users Leaving for Bluesky - Futurism,Futurism,"Wed, 27 Nov 2024 22:16:40 GMT",https://news.google.com/rss/articles/CBMifEFVX3lxTE1XYkVsbGFaUFpyOGN4QUdnZUV2YUZJZGhQN1g1cHRBd04wZnNfWXZ5YkZaSmVpanhsRmhxX0lsVWI2RWM4NEh2YTdWR21CcTJWUW9WQnloN3Z0c3Fhbl9jNldlR3hZUlhUZUNjcW1TRURWMjNLZDRfN2F5d1k?oc=5
AutoZone CEO gives stern warning about future prices - TheStreet,TheStreet,"Thu, 28 Nov 2024 13:03:00 GMT",https://news.google.com/rss/articles/CBMidkFVX3lxTE82ODVfZFhZUkQ5TWdxb3ZEZllOUW1KMXhuZXVldDRjQXZuekg0OXZHWlFUa21nemtld2ptZjVjbVdYNDB6RWVjY2h5UmVzTGtZb0VWeTZPX1NSblVOeWJkUUxOc3prMmNzc0dudDYyZzhPVnhBVnc?oc=5
Breaking down the DOJ’s plan to end Google’s search monopoly - The Verge,The Verge,"Wed, 27 Nov 2024 16:50:23 GMT",https://news.google.com/rss/articles/CBMinAFBVV95cUxQclBZUVZsTmZNSS16VndUSGNicUtad291ZnRVOUlyU1NaZG00V3pVVlhUdUlpTlg5WkktVWNrTDFlaG1ESW02MnFOd3hUWVBUYnc2Nm5qb3lsR1NKcGs4NlNMTXhMMTZwLThFM0NhQzM4cVZtZkxJZGROSDYzZ0Y1U2pEYjFjMXBpMUdYZ1pSZF9odHJxVXNveVVZSVU?oc=5
South Korea lowers interest rates over Trump fears - Financial Times,Financial Times,"Thu, 28 Nov 2024 08:37:59 GMT",https://news.google.com/rss/articles/CBMicEFVX3lxTE83WUZiTl83eU1pLUdpdjRwNUgxeXUxckRJcFVhcmp4RnBEUjRkcVI1M0hUTF9yTVN1dEs1ajB6OGdxSUN5WGY3TDAyWlpnN0kzNlhoTEVyWmlxWWx5THg1YVl0dlNXY2RyQUFPRVZLLVA?oc=5
"If you invested $1,000 in Bitcoin when Trump won the election, you’d now have this much - Finbold - Finance in Bold",Finbold - Finance in Bold,"Thu, 28 Nov 2024 13:34:23 GMT",https://news.google.com/rss/articles/CBMipwFBVV95cUxOSnVpVzNEOTVZdzktenVXOXFUdVZudWJCRWpHbzdEeWQ0RjFiYjQ4Qk9iWFlBRkVENUhPa0wtZlFuUk8tYWgtdnVqNU1XRWxJdXg3SmFLMjVnZHJiNTE0YV95UDhTTGtzNkxvZi1INHNWQ05PLXJSSkU5eFV5a3BxVThXblV6Y1VNVkI0RWVrQ0pjUGVxWEdtNjlBaERrT3Y0ZXR1UUhXcw?oc=5
Consumer watchdogs say those Black Friday deals might not be real - WBUR News,WBUR News,"Thu, 28 Nov 2024 18:15:12 GMT",https://news.google.com/rss/articles/CBMifEFVX3lxTE95cURTTDRwd29rbkxrVW1JVVVXZlRmbVRZUDdsR1N5azUxUjFmUUZrOFVNNHNzYUp3SDVlZkFnSUJLNE9sNW5mSW1FbThTYUNWeUlwbm9oZERSd2FDTVlGRGtaY0IzRWF1dUNxdENEWUZYVHNNaVdKUG4tMkc?oc=5
Coffee Hits Highest Price Since 1977. Dry Weather Is Hitting Supplies. - Barron's,Barron's,"Wed, 27 Nov 2024 16:49:00 GMT",https://news.google.com/rss/articles/CBMifkFVX3lxTE5WUXM3LXU3SENWVFZOWU9jNEhLWWh2NE95Zm93ai1WUXk3cHNTUXpNWWRqMFV0MTFsbjdwV0wwZWROaVRPZ3JtVV9rOWV3SVlSS1UwazkwUFpfdTN4dVh0Ry1lVHh2VXlkYzZyX2VyaG1BQ1hDV0l4QjVDMjFUZw?oc=5
"Gen Z men could ditch real women for AI, warns Ex-Google CEO Eric Schmidt after a tragic suicide involving a chatbot - Fortune",Fortune,"Thu, 28 Nov 2024 10:33:00 GMT",https://news.google.com/rss/articles/CBMirgFBVV95cUxNTEYxWnZneEJaZ1J6eWJ5dEJiLUpBRTk4eTVJU3ktRlhyWmRwSlN3ZG1GNEhwYkhiNlh6SjN3TndDaTl3OWZEaXJORVh3Y1gtVGxyOXhHWERMQmFyVzhIV2tMNTRobTZHWThUYWczOWlrVHY2WmhXZy0xX1NweFZSVDhJdXNCVkpWWnc4b1F1WjZJMWFhNDlsTGtGN2pOeXNMYUxiZU00dnEwdTRSTEE?oc=5
Intel’s (NASDAQ:INTC) $8B Payout Catches Workers’ Attention - TipRanks,TipRanks,"Wed, 27 Nov 2024 20:05:21 GMT",https://news.google.com/rss/articles/CBMilAFBVV95cUxQSVM4am9qWXVEb0xZSzJwWVRkaHlMZXFXQ3FsM29lenBFa1d6ekhMQ2xiSnRTZVpacWNWWFAxNV9WV0VzdnUyam1XS1FtYjlhLWgzOVhlQkdOdDRhQW9rd0JCc0xsVk5PbUo1LXBRVno5eVVIT0gzbHRtMzlhOW9QTnFpZ0YxZlFjMEpwYmtRTzZRTGp6?oc=5
Vivek Ramaswamy calls Rivian's $6.6 billion federal loan a 'political shot' at Elon Musk - Business Insider,Business Insider,"Thu, 28 Nov 2024 11:51:00 GMT",https://news.google.com/rss/articles/CBMiqgFBVV95cUxPUHRLOEFDZkxwdXdEMWZ2cVRUM0FKQWRrNmp5RjVvU18zYURVRzRNWllScFNFTURyS0ZsWTdoNTAyc3hWai1sQWp3WjA5UkE2VnVnWV90QTREZXdIN2J6T01Xd2ZjTmpzSzdJckR1TGFvWkZXUS1JaXNvUTZiV0lyTS03ZFpBRnJXUi1aOEEza21xVG1LQVp4djc4a1BzQTd6aTRrODlvbW9BZw?oc=5
3 dead after recent high school grad crashes Cybertruck into wall in Piedmont - The Oaklandside,The Oaklandside,"Wed, 27 Nov 2024 23:56:22 GMT",https://news.google.com/rss/articles/CBMipwFBVV95cUxObDZoY3dYNW5pZ1JfVVR1SHVKcnZmZU12alpqM3ZYRGtqamlFS3VsTkFhLU5Ec2Fad0dJbjc4LXQzRUx1NnE1cTN6ZVVVblp1R1NBQ1FYWGJwdVB4eXpTT0owRHY5N2NJNzBSU3FVYkQ3eER6QWJHUEE2akh4VW5uNVJ2QlFDa2llYVlsLXVIakR5UFYxdWt3SVVpZjlmaVYzWGpqVGx4MA?oc=5
Rare Northern Lights Opportunity On Thanksgiving: Here’s Where To See The Aurora Borealis Tonight - Forbes,Forbes,"Thu, 28 Nov 2024 14:51:59 GMT",https://news.google.com/rss/articles/CBMi5AFBVV95cUxQTHMyMGg0Uml0aFBuVjZvMktES2ZkX2M3M2dPS1hnOUU3XzNiUi1BbFJqd1JHQWlnSF9jYmpvbk9LNDJTcVJNLWhZTE9WZGJQS2VCb2ZZS045c1BpbTdrY0xEUUgxZWJ0MnNUb2dmbUxpZEFtbE9fV0NpaGVsQjh6VFNDeEZYS2duUVlLR0FjSS1lU2huZUpzbzZCWnlLLWo5QVYzU1dJVWRYLUItdWF3WlBOUE5qX1FvN0EyUkxzR292N3NyVHNodGl3YW84THAzVFFOVmM4WkloWVJTX0lDQmRBajk?oc=5
